1,1
2,4
3,0
4,2
5,3
6,1
7,1
8,2
9,0
10,2
11,3
12,1
13,1
14,0
15,0
16,3
17,2
18,5
19,4
20,6
21,4
22,3
23,5
24,1
25,0
26,0
27,1
28,0
29,1
30,3
31,4
32,2
33,6
34,3
35,1
36,2
37,1
38,2
39,0
40,5
41,4
42,1
43,0
44,2
45,1
46,1
47,4
48,2
49,1
50,2
51,5
52,0
53,1
54,6
55,3
56,2
57,5
58,2
59,5
60,4
61,2
62,2
63,3
64,2
65,0
66,4
67,4
68,0
69,3
70,2
71,5
72,1
73,0
74,5
75,2
76,2
77,3
78,6
79,3
80,1
81,2
82,1
83,2
84,3
85,1
86,3
87,3
88,1
89,2
90,2
91,1
92,3
93,1
94,3
95,1
96,6
97,0
98,0
99,6
100,0
101,5
102,4
103,4
104,6
105,4
106,4
107,2
108,5
109,1
110,4
111,1
112,1
113,0
114,3
115,1
116,3
117,2
118,4
119,4
120,2
121,1
122,1
123,0
124,5
125,3
126,3
127,3
128,2
129,4
130,0
131,3
132,0
133,2
134,5
135,1
136,2
137,1
138,1
139,4
140,0
141,6
142,2
143,4
144,1
145,2
146,4
147,5
148,0
149,6
150,2
151,4
152,5
153,2
154,1
155,1
156,1
157,3
158,4
159,2
160,2
161,3
162,0
163,1
164,3
165,5
166,3
167,4
168,1
169,4
170,2
171,3
172,2
173,3
174,4
175,0
176,1
177,1
178,2
179,2
180,2
181,4
182,0
183,4
184,0
185,2
186,5
187,4
188,5
189,1
190,4
191,0
192,4
193,0
194,3
195,5
196,2
197,1
198,3
199,4
200,4
201,3
202,2
203,0
204,3
205,2
206,1
207,3
208,1
209,1
210,4
211,4
212,3
213,3
214,6
215,1
216,0
217,0
218,3
219,5
220,5
221,5
222,6
223,4
224,4
225,2
226,2
227,1
228,1
229,4
230,1
231,1
232,1
233,2
234,4
235,2
236,4
237,2
238,3
239,5
240,5
241,2
242,4
243,2
244,0
245,4
246,4
247,5
248,1
249,3
250,1
251,3
252,2
253,3
254,3
255,0
256,1
257,0
258,4
259,1
260,4
261,1
262,2
263,1
264,1
265,6
266,2
267,6
268,0
269,0
270,6
271,1
272,2
273,2
274,0
275,2
276,3
277,4
278,2
279,1
280,4
281,0
282,5
283,0
284,3
285,1
286,2
287,6
288,5
289,0
290,2
291,2
292,2
293,4
294,0
295,1
296,6
297,5
298,5
299,0
300,4
301,3
302,2
303,3
304,1
305,6
306,1
307,4
308,2
309,1
310,0
311,4
312,2
313,1
314,2
315,4
316,4
317,1
318,2
319,2
320,2
321,2
322,4
323,5
324,2
325,1
326,2
327,0
328,1
329,1
330,2
331,2
332,3
333,5
334,3
335,2
336,5
337,2
338,3
339,0
340,3
341,1
342,4
343,0
344,3
345,0
346,0
347,0
348,5
349,4
350,3
351,2
352,1
353,0
354,5
355,5
356,1
357,6
358,2
359,3
360,1
361,2
362,5
363,2
364,2
365,2
366,4
367,4
368,1
369,6
370,4
371,0
372,4
373,0
374,0
375,6
376,5
377,2
378,0
379,0
380,2
381,0
382,5
383,0
384,3
385,4
386,1
387,1
388,0
389,0
390,4
391,1
392,0
393,4
394,1
395,1
396,1
397,3
398,4
399,1
400,0
401,4
402,3
403,1
404,0
405,1
406,0
407,2
408,5
409,1
410,0
411,5
412,0
413,2
414,0
415,6
416,5
417,0
418,4
419,4
420,2
421,1
422,3
423,5
424,0
425,2
426,1
427,3
428,2
429,1
430,0
431,1
432,2
433,1
434,2
435,5
436,5
437,1
438,2
439,0
440,3
441,4
442,0
443,2
444,2
445,2
446,4
447,2
448,2
449,2
450,6
451,3
452,0
453,1
454,4
455,4
456,1
457,2
458,1
459,4
460,0
461,5
462,4
463,0
464,4
465,4
466,2
467,1
468,0
469,3
470,2
471,0
472,2
473,2
474,2
475,4
476,3
477,3
478,4
479,2
480,5
481,2
482,0
483,2
484,3
485,1
486,0
487,2
488,1
489,1
490,2
491,3
492,4
493,3
494,5
495,0
496,5
497,2
498,2
499,4
500,5
501,1
502,0
503,5
504,6
505,3
506,1
507,6
508,2
509,3
510,1
511,2
512,1
513,2
514,2
515,2
516,4
517,3
518,1
519,4
520,2
521,2
522,4
523,4
524,3
525,2
526,1
527,1
528,3
529,0
530,5
531,2
532,4
533,0
534,6
535,2
536,3
537,4
538,5
539,6
540,1
541,4
542,1
543,1
544,0
545,0
546,1
547,1
548,0
549,4
550,2
551,3
552,4
553,0
554,1
555,2
556,0
557,5
558,0
559,4
560,2
561,6
562,3
563,5
564,2
565,3
566,5
567,5
568,2
569,3
570,2
571,4
572,3
573,3
574,2
575,1
576,4
577,2
578,2
579,2
580,3
581,2
582,0
583,2
584,1
585,4
586,2
587,2
588,4
589,2
590,2
591,4
592,3
593,4
594,5
595,4
596,2
597,4
598,4
599,2
600,5
601,2
602,1
603,1
604,1
605,2
606,1
607,1
608,6
609,0
610,4
611,4
612,0
613,1
614,2
615,0
616,5
617,2
618,1
619,4
620,2
621,0
622,2
623,2
624,1
625,5
626,1
627,1
628,2
629,1
630,2
631,5
632,0
633,1
634,3
635,5
636,1
637,5
638,2
639,0
640,3
641,1
642,2
643,1
644,1
645,4
646,1
647,4
648,1
649,1
650,1
651,2
652,1
653,5
654,0
655,1
656,2
657,1
658,4
659,2
660,6
661,2
662,1
663,3
664,3
665,2
666,2
667,4
668,6
669,0
670,2
671,6
672,2
673,4
674,5
675,2
676,0
677,1
678,5
679,2
680,1
681,2
682,2
683,4
684,1
685,1
686,1
687,2
688,0
689,1
690,5
691,6
692,4
693,1
694,2
695,5
696,2
697,1
698,1
699,4
700,2
701,1
702,2
703,0
704,6
705,2
706,3
707,1
708,2
709,0
710,4
711,2
712,3
713,5
714,3
715,1
716,2
717,6
718,0
719,2
720,0
721,2
722,4
723,5
724,5
725,3
726,3
727,0
728,1
729,4
730,2
731,2
732,3
733,1
734,6
735,2
736,3
737,2
738,3
739,4
740,2
741,1
742,3
743,2
744,0
745,0
746,3
747,1
748,0
749,0
750,2
751,6
752,4
753,1
754,4
755,0
756,2
757,0
758,3
759,3
760,3
761,0
762,2
763,3
764,3
765,1
766,2
767,4
768,1
769,1
770,2
771,2
772,2
773,3
774,2
775,5
776,2
777,1
778,5
779,4
780,1
781,2
782,0
783,0
784,2
785,0
786,3
787,1
788,2
789,2
790,2
791,2
792,3
793,0
794,4
795,4
796,4
797,3
798,5
799,2
800,1
801,0
802,3
803,2
804,2
805,1
806,5
807,2
808,3
809,3
810,0
811,4
812,3
813,1
814,4
815,1
816,1
817,0
818,5
819,2
820,2
821,5
822,2
823,6
824,1
825,2
826,1
827,0
828,0
829,1
830,3
831,2
832,5
833,3
834,2
835,4
836,2
837,2
838,4
839,2
840,4
841,0
842,0
843,2
844,0
845,1
846,0
847,4
848,1
849,4
850,0
851,2
852,0
853,6
854,4
855,3
856,4
857,1
858,6
859,2
860,2
861,1
862,2
863,1
864,3
865,6
866,2
867,1
868,0
869,1
870,2
871,2
872,1
873,2
874,0
875,2
876,2
877,0
878,4
879,2
880,3
881,4
882,6
883,5
884,6
885,5
886,4
887,0
888,0
889,2
890,1
891,2
892,1
893,2
894,6
895,2
896,6
897,3
898,0
899,3
900,2
901,0
902,2
903,6
904,6
905,5
906,1
907,3
908,3
909,6
910,3
911,0
912,0
913,5
914,1
915,0
916,3
917,2
918,4
919,4
920,2
921,2
922,0
923,4
924,3
925,1
926,3
927,3
928,5
929,1
930,6
931,0
932,3
933,4
934,0
935,2
936,1
937,4
938,6
939,5
940,3
941,3
942,4
943,0
944,5
945,5
946,1
947,5
948,1
949,2
950,2
951,4
952,0
953,3
954,4
955,2
956,2
957,5
958,3
959,6
960,4
961,2
962,0
963,0
964,1
965,6
966,2
967,5
968,1
969,3
970,3
971,3
972,4
973,1
974,0
975,2
976,0
977,2
978,6
979,0
980,2
981,1
982,2
983,2
984,4
985,1
986,1
987,4
988,4
989,1
990,3
991,2
992,6
993,2
994,6
995,6
996,1
997,0
998,2
999,0
1000,6
1001,4
1002,1
1003,3
1004,3
1005,2
1006,4
1007,2
1008,5
1009,2
1010,3
1011,2
1012,0
1013,3
1014,2
1015,6
1016,0
1017,2
1018,0
1019,1
1020,2
1021,3
1022,2
1023,0
1024,4
1025,4
1026,2
1027,0
1028,4
1029,2
1030,0
1031,1
1032,4
1033,2
1034,4
1035,1
1036,2
1037,2
1038,4
1039,2
1040,1
1041,1
1042,6
1043,1
1044,2
1045,0
1046,5
1047,0
1048,3
1049,2
1050,1
1051,6
1052,5
1053,1
1054,3
1055,2
1056,2
1057,2
1058,4
1059,3
1060,1
1061,3
1062,1
1063,0
1064,3
1065,2
1066,2
1067,4
1068,5
1069,2
1070,3
1071,1
1072,1
1073,6
1074,4
1075,5
1076,0
1077,1
1078,3
1079,5
1080,6
1081,3
1082,1
1083,3
1084,1
1085,1
1086,4
1087,2
1088,2
1089,2
1090,2
1091,5
1092,2
1093,4
1094,1
1095,5
1096,4
1097,2
1098,3
1099,0
1100,1
1101,0
1102,2
1103,0
1104,2
1105,4
1106,3
1107,3
1108,5
1109,2
1110,0
1111,3
1112,1
1113,2
1114,0
1115,0
1116,4
1117,0
1118,1
1119,2
1120,1
1121,1
1122,1
1123,3
1124,2
1125,1
1126,2
1127,4
1128,5
1129,3
1130,1
1131,4
1132,2
1133,1
1134,3
1135,3
1136,0
1137,1
1138,1
1139,2
1140,1
1141,2
1142,0
1143,6
1144,5
1145,0
1146,5
1147,3
1148,3
1149,2
1150,2
1151,0
1152,4
1153,3
1154,0
1155,2
1156,4
1157,2
1158,3
1159,3
1160,0
1161,6
1162,1
1163,5
1164,2
1165,1
1166,0
1167,1
1168,2
1169,2
1170,5
1171,0
1172,2
1173,1
1174,2
1175,4
1176,1
1177,2
1178,1
1179,3
1180,2
1181,2
1182,4
1183,2
1184,4
1185,5
1186,4
1187,0
1188,5
1189,4
1190,0
1191,4
1192,2
1193,2
1194,0
1195,0
1196,0
1197,4
1198,2
1199,1
1200,3
1201,0
1202,0
1203,3
1204,1
1205,1
1206,2
1207,2
1208,1
1209,3
1210,1
1211,0
1212,3
1213,2
1214,2
1215,1
1216,3
1217,3
1218,0
1219,1
1220,1
1221,2
1222,4
1223,2
1224,4
1225,1
1226,2
1227,2
1228,0
1229,2
1230,6
1231,1
1232,3
1233,5
1234,3
1235,2
1236,3
1237,1
1238,1
1239,2
1240,1
1241,2
1242,0
1243,2
1244,2
1245,3
1246,5
1247,2
1248,2
1249,6
1250,3
1251,6
1252,2
1253,3
1254,0
1255,1
1256,4
1257,4
1258,4
1259,4
1260,0
1261,0
1262,3
1263,2
1264,2
1265,1
1266,1
1267,6
1268,0
1269,1
1270,0
1271,2
1272,3
1273,2
1274,6
1275,3
1276,0
1277,2
1278,0
1279,5
1280,1
1281,0
1282,0
1283,2
1284,0
1285,0
1286,6
1287,2
1288,5
1289,2
1290,3
1291,1
1292,2
1293,2
1294,4
1295,5
1296,1
1297,3
1298,1
1299,3
1300,2
1301,3
1302,2
1303,2
1304,0
1305,4
1306,2
1307,1
1308,2
1309,0
1310,2
1311,1
1312,3
1313,4
1314,2
1315,2
1316,2
1317,2
1318,4
1319,2
1320,2
1321,3
1322,1
1323,2
1324,1
1325,3
1326,2
1327,5
1328,2
1329,2
1330,0
1331,4
1332,3
1333,4
1334,1
1335,1
1336,3
1337,3
1338,2
1339,3
1340,5
1341,0
1342,1
1343,4
1344,4
1345,2
1346,4
1347,1
1348,2
1349,4
1350,4
1351,0
1352,6
1353,2
1354,0
1355,3
1356,1
1357,4
1358,2
1359,2
1360,4
1361,4
1362,4
1363,2
1364,5
1365,5
1366,1
1367,2
1368,1
1369,2
1370,5
1371,1
1372,0
1373,1
1374,5
1375,0
1376,1
1377,2
1378,6
1379,5
1380,1
1381,3
1382,2
1383,2
1384,4
1385,2
1386,0
1387,2
1388,4
1389,4
1390,1
1391,2
1392,1
1393,2
1394,1
1395,2
1396,4
1397,1
1398,6
1399,0
1400,0
1401,0
1402,4
1403,2
1404,6
1405,5
1406,3
1407,0
1408,1
1409,0
1410,0
1411,3
1412,3
1413,3
1414,0
1415,2
1416,5
1417,2
1418,4
1419,6
1420,2
1421,2
1422,0
1423,5
1424,0
1425,0
1426,5
1427,0
1428,0
1429,1
1430,2
1431,2
1432,2
1433,1
1434,4
1435,2
1436,4
1437,2
1438,1
1439,0
1440,3
1441,2
1442,6
1443,4
1444,1
1445,3
1446,3
1447,1
1448,3
1449,1
1450,1
1451,4
1452,5
1453,3
1454,6
1455,1
1456,1
1457,2
1458,6
1459,2
1460,1
1461,0
1462,2
1463,0
1464,3
1465,0
1466,1
1467,0
1468,4
1469,2
1470,0
1471,1
1472,4
1473,1
1474,1
1475,0
1476,3
1477,0
1478,1
1479,2
1480,0
1481,0
1482,1
1483,2
1484,0
1485,0
1486,1
1487,1
1488,1
1489,1
1490,3
1491,3
1492,3
1493,2
1494,2
1495,2
1496,5
1497,5
1498,2
1499,0
1500,0
1501,6
1502,1
1503,1
1504,3
1505,1
1506,2
1507,2
1508,1
1509,1
1510,2
1511,2
1512,4
1513,2
1514,5
1515,2
1516,4
1517,2
1518,6
1519,2
1520,2
1521,4
1522,1
1523,2
1524,2
1525,3
1526,2
1527,0
1528,2
1529,3
1530,2
1531,0
1532,0
1533,0
1534,0
1535,1
1536,1
1537,4
1538,5
1539,1
1540,3
1541,2
1542,0
1543,0
1544,1
1545,1
1546,2
1547,1
1548,1
1549,0
1550,1
1551,0
1552,0
1553,2
1554,1
1555,2
1556,1
1557,2
1558,1
1559,1
1560,1
1561,3
1562,4
1563,2
1564,1
1565,0
1566,3
1567,3
1568,3
1569,2
1570,3
1571,1
1572,1
1573,4
1574,3
1575,2
1576,2
1577,2
1578,1
1579,1
1580,5
1581,5
1582,2
1583,4
1584,5
1585,4
1586,4
1587,1
1588,4
1589,0
1590,1
1591,0
1592,2
1593,0
1594,5
1595,2
1596,1
1597,2
1598,5
1599,5
1600,4
1601,4
1602,6
1603,2
1604,0
1605,3
1606,5
1607,6
1608,2
1609,4
1610,1
